cuenta_id_legacy;empresa_id_legacy;codigo_legacy;nombre_legacy;concepto_canonico;preferida
378;24;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
379;24;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
380;24;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
381;24;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
382;24;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
383;24;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
384;24;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
385;24;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
386;24;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
387;24;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
388;24;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
389;24;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
390;24;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
391;24;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
406;25;4000;VENTAS;VENTAS;1
407;25;5000;COMPRAS;COMPRAS;1
408;25;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
409;25;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
410;25;5003;FLETES Y CORREO;FLETES Y CORREO;1
411;25;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
412;25;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
413;25;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
414;25;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
415;25;5010;GASTOS GENERALES;GASTOS GENERALES;1
416;25;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
417;25;5012;CANON;CANON;1
418;25;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
419;25;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
420;25;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
421;25;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
422;25;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
423;25;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
424;25;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
425;25;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
426;25;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
427;25;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
428;25;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
429;25;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
430;25;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
431;25;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
432;25;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
433;25;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
434;25;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
435;25;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
436;25;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
437;25;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
438;25;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
439;25;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
440;25;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
441;25;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
442;25;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
443;25;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
444;25;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
445;25;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
446;25;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
447;25;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
448;25;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
449;25;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
450;25;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
451;25;5004;SERVICIOS Y TASAS;SERVICIOS Y TASAS;1
452;25;9999;OTROS;OTROS;1
453;24;9999;OTROS;OTROS;1
468;26;4000;VENTAS;VENTAS;1
469;26;5000;COMPRAS;COMPRAS;1
470;26;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
471;26;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
472;26;5003;FLETES Y CORREO;FLETES Y CORREO;1
473;26;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
474;26;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
475;26;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
476;26;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
477;26;5010;GASTOS GENERALES;GASTOS GENERALES;1
478;26;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
479;26;5012;CANON;CANON;1
480;26;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
481;26;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
482;26;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
483;26;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
484;26;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
485;26;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
486;26;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
487;26;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
488;26;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
489;26;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
490;26;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
491;26;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
492;26;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
493;26;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
494;26;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
495;26;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
496;26;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
497;26;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
498;26;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
499;26;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
500;26;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
501;26;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
502;26;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
503;26;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
504;26;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
505;26;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
506;26;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
507;26;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
508;26;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
509;26;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
510;26;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
511;26;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
512;26;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
527;27;4000;VENTAS;VENTAS;1
528;27;5000;COMPRAS;COMPRAS;1
529;27;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
530;27;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
531;27;5003;FLETES Y CORREO;FLETES Y CORREO;1
532;27;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
533;27;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
534;27;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
535;27;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
536;27;5010;GASTOS GENERALES;GASTOS GENERALES;1
537;27;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
538;27;5012;CANON;CANON;1
539;27;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
540;27;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
541;27;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
542;27;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
543;27;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
544;27;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
545;27;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
546;27;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
547;27;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
548;27;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
549;27;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
550;27;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
551;27;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
552;27;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
553;27;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
554;27;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
555;27;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
556;27;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
557;27;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
558;27;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
559;27;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
560;27;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
561;27;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
562;27;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
563;27;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
564;27;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
565;27;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
566;27;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
567;27;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
568;27;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
569;27;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
570;27;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
571;27;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
586;29;4000;VENTAS;VENTAS;1
587;29;5000;COMPRAS;COMPRAS;1
588;29;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
589;29;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
590;29;5003;FLETES Y CORREO;FLETES Y CORREO;1
591;29;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
592;29;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
593;29;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
594;29;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
595;29;5010;GASTOS GENERALES;GASTOS GENERALES;1
596;29;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
597;29;5012;CANON;CANON;1
598;29;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
599;29;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
600;29;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
601;29;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
602;29;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
603;29;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
604;29;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
605;29;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
606;29;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
607;29;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
608;29;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
609;29;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
610;29;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
611;29;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
612;29;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
613;29;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
614;29;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
615;29;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
616;29;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
617;29;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
618;29;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
619;29;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
620;29;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
621;29;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
622;29;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
623;29;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
624;29;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
625;29;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
626;29;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
627;29;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
628;29;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
629;29;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
630;29;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
645;30;4000;VENTAS;VENTAS;1
646;30;5000;COMPRAS;COMPRAS;1
647;30;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
648;30;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
649;30;5003;FLETES Y CORREO;FLETES Y CORREO;1
650;30;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
651;30;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
652;30;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
653;30;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
654;30;5010;GASTOS GENERALES;GASTOS GENERALES;1
655;30;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
656;30;5012;CANON;CANON;1
657;30;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
658;30;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
659;30;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
660;30;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
661;30;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
662;30;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
663;30;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
664;30;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
665;30;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
666;30;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
667;30;5048;BANCO PATAGONIA - INTERES POR DESCUBIERTO;BANCO PATAGONIA - INTERES POR DESCUBIERTO;1
668;30;5034;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO SANTANDER - GASTOS DE MANTENIMIENTO DE CUENTA;1
669;30;5037;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO GALICIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
670;30;5043;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO CREDICOOP - GASTOS DE MANTENIMIENTO DE CUENTA;1
671;30;5046;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO HSBC - GASTOS DE MANTENIMIENTO DE CUENTA;1
672;30;5049;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO PATAGONIA - GASTOS DE MANTENIMIENTO DE CUENTA;1
673;30;5035;BANCO SANTANDER - INTERESES POR PRESTAMOS;BANCO SANTANDER - INTERESES POR PRESTAMOS;1
674;30;5038;BANCO GALICIA - INTERESES POR PRESTAMOS;BANCO GALICIA - INTERESES POR PRESTAMOS;1
675;30;5041;BBVA FRANCES - INTERESES POR PRESTAMOS;BBVA FRANCES - INTERESES POR PRESTAMOS;1
676;30;5044;BANCO CREDICOOP- INTERESES POR PRESTAMOS;BANCO CREDICOOP- INTERESES POR PRESTAMOS;1
677;30;5047;BANCO HSBC - INTERESES POR PRESTAMOS;BANCO HSBC - INTERESES POR PRESTAMOS;1
678;30;5050;BANCO PATAGONIA- INTERESES POR PRESTAMOS;BANCO PATAGONIA- INTERESES POR PRESTAMOS;1
679;30;1050;RODADOS - BIENES DE USO;RODADOS - BIENES DE USO;1
680;30;1051;MUEBLES Y UTILES - BIENES DE USO;MUEBLES Y UTILES - BIENES DE USO;1
681;30;1052;MAQUINARIA - BIENES DE USO;MAQUINARIA - BIENES DE USO;1
682;30;1053;INMUEBLES - BIENES DE USO;INMUEBLES - BIENES DE USO;1
683;30;5020;RODADOS - GASTOS DE MANTENIMIENTO;RODADOS - GASTOS DE MANTENIMIENTO;1
684;30;5021;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;MUEBLES Y UTILES - GASTOS DE MANTENIMIENTO;1
685;30;5022;MAQUINARIA - GASTOS DE MANTENIMIENTO;MAQUINARIA - GASTOS DE MANTENIMIENTO;1
686;30;5023;INMUEBLES - GASTOS DE MANTENIMIENTO;INMUEBLES - GASTOS DE MANTENIMIENTO;1
687;30;5024;COMPRA DE BIENES USADOS A CF;COMPRA DE BIENES USADOS A CF;1
688;30;1059;INSTALACIONES - BIENES DE USO;INSTALACIONES - BIENES DE USO;1
689;30;5025;INSTALACIONES - GASTOS DE MANTENIMIENTO;INSTALACIONES - GASTOS DE MANTENIMIENTO;1
704;28;4000;VENTAS;VENTAS;1
705;28;5000;COMPRAS;COMPRAS;1
706;28;5001;COMISION TARJETAS DE CREDITO;COMISION TARJETAS DE CREDITO;1
707;28;5002;COMBUSTIBLES Y LUBRICANTES;COMBUSTIBLES Y LUBRICANTES;1
708;28;5003;FLETES Y CORREO;FLETES Y CORREO;1
709;28;5005;LIBRERIA Y PAPELERIA;LIBRERIA Y PAPELERIA;1
710;28;5006;HONORARIOS PROFESIONALES;HONORARIOS PROFESIONALES;1
711;28;5007;ALQUILERES PAGADOS;ALQUILERES PAGADOS;1
712;28;5008;SEGUROS PAGADOS;SEGUROS PAGADOS;1
713;28;5010;GASTOS GENERALES;GASTOS GENERALES;1
714;28;5011;SERVICISO INFORMATICOS;SERVICIOS INFORMATICOS;1
715;28;5012;CANON;CANON;1
716;28;5013;SERVICIOS JURIDICOS;SERVICIOS JURIDICOS;1
717;28;5030;BANCO NACION - INTERES POR DESCUBIERTO;BANCO NACION - INTERES POR DESCUBIERTO;1
718;28;5009;INTERESES BANCARIOS;INTERESES BANCARIOS;1
719;28;5031;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;BANCO NACION - GASTOS DE MANTENIMIENTO DE CUENTA;1
720;28;5032;BANCO NACION - INTERESES POR PRESTAMOS;BANCO NACION - INTERESES POR PRESTAMOS;1
721;28;5033;BANCO SANTANDER - INTERES POR DESCUBIERTO;BANCO SANTANDER - INTERES POR DESCUBIERTO;1
722;28;5036;BANCO GALICIA - INTERES POR DESCUBIERTO;BANCO GALICIA - INTERES POR DESCUBIERTO;1
723;28;5039;BBVA FRANCES - INTERES POR DESCUBIERTO;BBVA FRANCES - INTERES POR DESCUBIERTO;1
724;28;5042;BANCO CREDICOOP - INTERES POR DESCUBIERTO;BANCO CREDICOOP - INTERES POR DESCUBIERTO;1
725;28;5045;BANCO HSBC - INTERES POR DESCUBIERTO;BANCO HSBC - INTERES POR DESCUBIERTO;1
